VENDOR DESCRIPTION,VENDOR ARTICLE NUMBER,IMPA,PRICE
"Inside micrometer, range 50-75 mm. - graduated 0.01 mm. ",#10131,650402,64.5
"Inside micrometer, range 75-100 mm. - graduated 0.01 mm. ",#07391,650403,73.5
"Inside micrometer, range 100-125 mm. - graduated 0.01 mm. ",#06505,650404,65.25
"MITUTOYO inside micrometer, range 100-125 mm. ",#23461,650404,117
"Inside micrometer, range 125-150 mm. - graduated 0.01 mm. ",#05682,650405,91.5
"Inside micrometer, range 150-175 mm. - graduated 0.01 mm. ",#03922,650406,99
"Inside micrometer, range 175-200 mm. - graduated 0.01 mm. ",#03923,650407,106.5
"Inside micrometer, range 200-225 mm. - graduated 0.01 mm. ",#04982,650408,115.5
"Inside micrometer, range 225-250 mm. - graduated 0.01 mm. ",#03960,650409,123
"Inside micrometer, range 250-275 mm. - graduated 0.01 mm. ",#15607,650410,120.75
"Inside micrometer, range 275-300 mm. - graduated 0.01 mm. ",#05249,650411,139.5
"Inside micrometer, range 300-325 mm. - graduated 0.01 mm. ",#05155,650412,148.5
"Inside micrometer, range 325-350 mm. - graduated 0.01 mm. ",#22364,650413,157.5
"Inside micrometer, range 375-400 mm. - graduated 0.01 mm. ",#04993,650415,184.5
"Jointed inside micrometer, range 50-300 mm. ",#00443,650442,175.5
"Inside micrometer, range 50-500 mm. - graduated 0.01 mm. with 6 extension bars ",#05047,650443,216.75
"MITUTOYO internal groove micrometer, range 5-30 mm. - graduated 0.01 mm. ",#27980,650451,324
"Internal groove micrometer, range 5-30 mm. - graduated 0.01 mm. ",#04221,650451,85.5
"Internal groove micrometer, range 25-50 mm. - graduated 0.01 mm. ",#04222,650452,75.75
"Internal groove micrometer, range 50-75 mm. - graduated 0.01 mm. ",#04223,650453,109.5
"Internal groove micrometer, range 75-100 mm. - graduated 0.01 mm. ",#04224,650454,124.5
"Internal groove micrometer, range 100-125 mm. - graduated 0.01 mm. ",#04225,650455,101.25
"Internal groove micrometer, range 125-150 mm. - graduated 0.01 mm. ",#04226,650456,154.5
"Internal groove micrometer, range 5-30 mm. - graduated 0.01 mm. with digital counter ",#08567,650461,244.5
"Depth micrometer, range 0-25 mm. div. 0.01 mm. base 63 mm. ",#00807,650471,67.5
"Depth micrometer, range 0-25 mm. div. 0.01 mm. base 101.5 mm. ",#04674,650472,67.5
"Depth micrometer, range 0-200 mm. div. 0.01 mm. base 63 mm. with 8 interchangeable anvils",#14005,650476,235.5
"Depth micrometer, range 0-200 mm. div. 0.01 mm. base 101.5 mm. with 8 interchangeable anvils ",#06964,650476,190.5
"Depth micrometer, range 0-300 mm. div. 0.01 mm. base 101.5 mm. with 12 interchangeable anvils",#05934,650478,264
"Vernier caliper, length 100 mm., graduation 0.05 mm. ",50,650501,27.3
"Vernier caliper, length 150 mm., graduation 0.05 mm. ",51,650502,28.95
"Vernier caliper, length 200 mm., graduation 0.05 mm. ",52,650503,41.1
"Vernier caliper, length 300 mm., graduation 0.05 mm. ",53,650504,79.5
"Workshop caliper, length 300 mm. graduation 0.02 mm. int. measurements 10 mm. jaw lenght 100 mm. ",#25405,650504,121.5
"Workshop caliper, length 500 mm. graduation 0.02 mm, int. measurements 10 mm, jaw lenght 100 mm",#09269,650505,144
"Vernier caliper, length 500 mm. graduation 0.02 mm. int. measurements from 10 mm. jaw lenght 100 mm.",#25603,650506,126.75
"Vernier caliper, length 600 mm. graduation 0.02 mm, int. measurements 10 mm, jaw lenght 100 mm",#07178,650507,144
MITUTOYO 530-104 vernier caliper 150 mm. - resolution 0.05 mm/inch ,#09844,650511,59.25
"Vernier caliper, length 200 mm., graduation 0.05 mm. - metric/inch ",#01606,650512,21.98
"Vernier caliper, length 300 mm., graduation 0.05 mm. - stainless steel ",#16119,650513,147
"Vernier caliper, digital, length 150 mm., graduation 0.01 mm. ",58,650521,45
"Vernier depth gauge, length 150 mm. div. 0.05 mm. stainless steel bridge length 102 mm.",#11384,650536,51.75
"Vernier depth gauge, length 200 mm, div. 0.02 mm, stainless steel bridge length 102 mm.",#09196,650537,55.2
"Vernier depth gauge, length 300 mm, div. 0.02 mm, stainless steel bridge length 100 mm.",#12734,650539,64.5
"Vernier depth gauge, length 500 mm, div. 0.02 mm, stainless steel bridge length 102 mm.",#04557,650543,91.5
"Thickness (feeler) gauge, steel, range 0.03-0.30 lenght 200 mm. - 10 blades ",#13607,650554,14.97
"Thickness (feeler) gauge, steel, range 0.03-0.30 lenght 300 mm. - 10 blades ",#13934,650555,14.97
"Thickness (feeler) gauge, steel, range 0.05-2.00 lenght 100 mm. - 21 blades ",#22374,650557,10.05
"Thickness (feeler) gauge, steel, range 0.03-1.00 lenght 100 mm. - 19 blades ",#04578,650560,14.97
"Thickness (feeler) gauge, steel, range 0.02-1.00 lenght 150 mm. - 17 blades ",#09229,650561,19.5
"Thickness (feeler) gauge, steel, range 0.03-1.00 lenght 75 mm. - 17 blades ",#11184,650562,14.18
"Thickness (feeler) gauge, steel, range 0.05-1.00 lenght 300 mm. - 20 blades ",#10468,650581,22.2
Screw pitch gauge metric 60 degr. 0.25-2.5 pitch ,#10164,650602,5.25
Screw pitch gauge metric 60 degr. 0.7-7.0 pitch ,#10165,650603,11.25
Screw pitch gauge metric 60 degr. 1.0-11.5 pitch ,#10166_S,650604,11.93
Screw pitch gauge ISO metric 60 degr. 0.2-6.0 pitch ,#10177,650605,1.8
Screw pitch gauge 474 Unify 60 degr. 4-42 thrds ,#10178,650607,9
Center gauge metric 60 degr. ,#19205,650633,4.05
"Measuring cylinder, glass, 25 cc. ",349,650712,9
"Measuring cylinder, glass, 50 cc. ",#07916,650713,12.78
"Measuring cylinder, glass, 100 cc. ",#06396,650714,14.13
"Measuring cylinder, glass, 250 cc. ",#14601,650715,19.88
"Measuring cylinder, glass, 500 cc. ",350,650716,24.72
"Measuring cylinder, glass, 1000 cc. ",351,650717,60
Pocket spring balance with hook & ring - 25 kg ,#13555,650741,12
Pocket spring balance with hook & ring - 50 kg ,#08547,650742,15
"Pocket balance, digital with hook & ring - 30 kg. ",#10726,650752,54.6
Handheld portable digital weighing scale with hook & ring - 50 kg. ,#09603,650754,44.25
Spring balance with hook & ring - 300 kg. resolution 200 gr. ,#17067,650758,92.25
"Professional platform weighing scale, digital, 150 kg. - size 315 x 325 x 40 mm. ",#12134,650768,144
"Weighing platform scale - 300 kg, digital display, resolution 50 g, incl. adapter dim. 65 x 50 x 14 cm.",#21668,650769,285
Stainless steel straight rule length 150 mm ,333,650801,2.25
Stainless steel straight rule length 300 mm ,334,650802,11.1
Stainless steel straight rule length 500 mm ,335,650803,12.15
Stainless steel straight rule length 1000 mm ,#07185,650804,20.1
Convex rule 2 meter ,342,650821,2.44
Convex rule 3 meter ,343,650822,3.75
Convex rule 5 meter ,344,650823,5.7
"Oil gauging tape, stainless, 15 mtr. metric & inch ",#11888,650876,27.38
"Oil gauging tape, stainless, 30 mtr. metric & inch ",#15381,650878,33.75
"Gasoline & oil finding paste, 65 grm. ",338,650891,3
Steel straight edge 1500 x 50 x 10 mm DIN 874/2 ,#01226,650925,141.75
Stainless steel square with base 50 x 40 mm DIN 875/0 cross section 12 x 5 mm,#23008,650966,30.9
Stainless steel square with base 75 x 50 mm DIN 875/0 cross section 15 x 5 mm,#09199,650967,36.6
Stainless steel square with base 150 x 100 mm DIN 875/0 cross section 25 x 5 mm,#15097,650970,28.13
Stainless steel square with base 150 x 100 mm DIN 875/0 cross section 25 x 5 mm,#08553,650985,63
"Cast iron surface plate acc DIN876/3, 200 x 200 mm. weight 7 kg ",#13401,651021,164.25
"Surface gauge, foot 84 x 65 x 25 mm. with arm Ø 10 x 450 mm. scriber Ø 4 x 200 mm. - square base ",#08361,651104,48.75
"Measuring range 2,5 - 99999 rpm Measuring distance max 500 mm""",484,651310,43.5
"RHEINTACHO handtachometer, digital, contact/non contact type with adaptor 1,00 - 99999 rpm - 5 digit - Measuring distance max 600 mm - Resolution 0,01 rpm",485,651310,208.5
KITTIWAKE FG-K1-122-KW bunker sampler 2 inch ,#17316,651324,1000
KITTIWAKE FG-K1-123-KW bunker sampler 3 inch ,#21961,651325,954
KITTIWAKE FG-K1-124-KW bunker sampler 4 inch ,#24711,651326,1040
KITTIWAKE FG-K1-125-KW bunker sampler 5 inch ,#20746,651327,1118
KITTIWAKE FG-K1-127-KW bunker sampler 7 inch ,#08121,651329,1369
KITTIWAKE FG-K1-128-KW bunker sampler 8 inch ,#21224,651330,1548
"Electronic stethoscope type EST, frequency range 30Hz to 15KHz. complete with headphone in transport case",3314,651331,335
"Sound scope, binaural receiver type ",3313,651333,7.58
KITTIWAKE FG-K1-132-KW bunker sampler 12 inch nominal pipe size 300mm,#24350,651337,3619
"Seawater hydrometer, glass, range 0.990-1.040 with certificate ",00346_S,651341,36.6
"BRANNAN seawater hydrometer, glass, range 0.990-1.040 with certificate ",353,651342,36.6
"ZEAL seawater hydrometer, glass, range 0.990-1.040 with certificate ",352,651344,40.5
"Refractometer, analog, for salinity, range 0-100% / 1.000-1.070 ",03045_S,651345,56.25
"Refractometer, analog, for salinity, range 0-100% / 1.000-1.070 with ATC ",#02339,651346,56.25
"Digital salinity refractometer DR202, range 1.000-1.070 ",3038,651347,275
"Digital anti freeze, battery acid, urea refractometer DR605 ",3039,651348,275
"Hydrometer petroleum  API #1, range -1 to 11 ",60,651351,16.88
"Hydrometer petroleum API #2, range 9 to 21 ",61,651352,16.88
"Hydrometer petroleum API #3, range 19 to 31 ",62,651353,16.88
"Hydrometer petroleum API #4, range 29 to 41 ",63,651354,16.88
"Hydrometer petroleum API #5, range 39 to 51 ",64,651355,16.88
"Hydrometer petroleum API #6, range 49 to 61 ",65,651356,22.5
"Hydrometer petroleum API #7, range 59 to 71 ",66,651357,16.88
"Hydrometer petroleum API #8, range 69 to 81 ",67,651358,16.88
"Hydrometer petroleum API #9, range 79 to 91 ",68,651359,16.88
"Hydrometer petroleum API #10, range 89 to 101 ",69,651360,16.88
"Hydrometers for light oil ( set 3 pcs. ), range 0.700-1.000 ",00316_S,651364,33.75
"Hydrometers for light oil ( set 5 pcs. ), range 0.700-1.200 ",00317_S,651365,90
"Hydrometers for light oil ( set 3 pcs. ), range 0.750-0.900 ",00315_S,651366,22.5
"Sample bottle, mouth collecting type, brass, 500 cc. ",446,651371,21
"Sample bottle, mouth collecting type, brass, 1000 cc. ",447,651372,41.25
"Sample bottle, mouth collecting type, brass, 1000 cc. Easily dismountable for cleaning",#15503,651372,285
"Sample bottle, mouth collecting type, stainless, 500 cc. ",448,651373,22.13
"Sample bottle, mouth collecting type, stainless, 1000 cc. ",449,651374,48.75
"Sample bottle, bottom collecting type, brass, 500 cc. ",48,651375,37.5
"Sample bottle, bottom collecting type, brass, 1000 cc. ",49,651376,82.5
"Sample bottle, bottom collecting type, stainless, 500 cc. ",453,651377,52.5
"Sample bottle, bottom collecting type, stainless, 1000 cc. ",454,651378,66.75
"Hydrometer seawater, metal, range 1.000-1.040 ",451,651384,123.75
"Hydrometer seawater, metal, range 1.000-1.040 ",00451_S,651384,31.88
"Hydrometer seawater, metal, range 1.000-1.040 ",00451B_S,651384,30
"PH test paper, range 1-14 - box 100 strips ",379,651390,2.74
"PH indicator, compact digital type, range 0 to 14 pH. ",940,651393,15.75
"PH/mV/ºC meter, digital, range 0-14 pH / 0-80ºC. complete ",380,651395,108.75
Dial gauge 60 mm. range 0-5 mm. div. 0.01 mm. - non-waterproof ,397,651401,7.5
Dial gauge 60 mm. range 0-5 mm. div. 0.01 mm. - waterproof ,394,651402,17.55
Dial gauge 60 mm. range 0-10 mm. div. 0.01 mm. - non-waterproof ,398,651403,7.5
Dial gauge 60 mm. range 0-10 mm. div. 0.01 mm. - waterproof ,396,651404,17.55
"Cylinder (bore) gauge, range 18-35 mm. complete with dial gauge range 0-3 mm. div. 0.01 mm. in wooden protection case",329,651411,120
"Cylinder (bore) gauge, range 35-50 mm. complete with dial gauge range 0-3 mm. div. 0.01 mm. in wooden protection case",323,651412,120
"Cylinder (bore) gauge, range 50-160 mm. complete with dial gauge range 0-3 mm. div. 0.01 mm. ",327,651413,120
"Cylinder (bore) gauge, range 160-250 mm. complete with dial gauge range 0-3 mm. div. 0.01 mm. in protection case",326,651415,160.5
"Cylinder (bore) gauge, range 250-450 mm. complete with dial gauge range 0-3 mm. div. 0.01 mm. in wooden protection case",328,651416,172.5
"Dial gauge stand, with slideable base, 60 x 220 x 35 mm ",402,651421,85.5
"Dial gauge stand, fixed base, 65 x 140 x 40 mm ",401,651422,258
"Dial gauge stand, magnetic base, standard, pole 176 x 12 mm. / arm 150 x 10 mm. ",399,651426,39
"Dial gauge stand, magnetic base, universal, base 60 x 50 x 55 mm. - pole 170 x 12 mm. ",400,651427,29.85
"Dial gauge stand, magnetic base, universal, base 60 x 50 x 55 mm. - pole 170 x 12 mm. ",00400_S,651427,29.85
"PM205 digital pressure gauge, range 0-1000 Bar ( 0.2% FS ), connection 1/4"" BSP ",829,651521,571.5
"PM205 digital pressure gauge, range -0,8/+60 Bar ( 0.2% FS ), connection 1/4"" BSP ",812,651521,571.5
"PM205 digital pressure gauge, range 0-700 Bar ( 0.2% FS ), connection 1/4"" BSP ",833,651521,571.5
"PM205 digital pressure gauge, range 0-300 Bar ( 0.2% FS ), connection 1/4"" BSP ",776,651521,571.5
"PM205 digital pressure gauge, range -0,8/+30 Bar ( 0.2% FS ), connection 1/4"" BSP ",777,651521,571.5
Gauge pointer puller ,325,651551,9.9
Pneumatic pressure calibrator model LPP-60 in carrying case complete with digital pressure gauge -1/+60 Bar - Accuracy 0.2% complete with calibration certificate,00773_S,651578,720.75
Hydraulic pressure calibrator model PM700D in carrying case with digital pressure gauge 0-700 Bar - Accuracy 0.2% complete with calibration certificate,00813_S,651579,1065
Hydraulic pressure calibrator model PM700A in carrying case complete with pressure gauge 0-600 Bar,00815_S,651581,956.25
Hydraulic pressure calibrator model PM700E in carrying case complete with digital pressure gauge 0-700 Bar - Accuracy 0.2%,00817_S,651584,971.25
"( Replacement for PM700P/PC350M )""",#01123,651589,3157.5
Pneumatic pressure calibrator model PM40E in carrying case complete with digital pressure gauge -1/+40 Bar complete with calibration certificate,00828_S,651594,681.75
"MANODRUCK MGC300 pressure calibration kit, consisting : hydraulic pump, swivel connectors, hose, BSP adaptor set, digital pressure gauge 0,2% Fs in carrying case",00766_S,651599,1991.25
"Digital pr. gauge, range -1/+40 Bar - Acc. 0.2%""",01633_S,651621,2737.5
Pneumatic pressure calibrator model PM40D in carrying case complete with digital pressure gauge -1/+40 Bar - Accuracy 0.2% complete with calibration certificate,00830_S,651631,681.75
Pneumatic pressure calibrator model LPP-60 in carrying case complete with digital pressure gauge -1/+60 Bar - Accuracy 0.2% complete with calibration certificate,00744_S,651632,788.25
Hydraulic pressure testpump LPP-700 bar complete with standard accessoiries in carrying case ,00801_S,651633,806.25
Hydraulic pressure testpump LPP-1000 complete with standard accessoiries in carrying case ,00802_S,651634,1312.5
"MANODRUCK DPG40 digital pressure gauge, range -1/+40 bar, accuracy 0.2%, connection 1/2"" BSP for pneumatic handpump with selectable range in Psi, Bar, Kpa, Mpa and kg/cm²",804,651635,131.25
"MANODRUCK DPG300 digital pressure gauge, range 0-300 bar, accuracy 0.2%, connection 1/2"" BSP for hydraulic handpump with selectable range in Psi, Bar, Kpa, Mpa and kg/cm²",806,651636,146.25
"KELLER LEO2 digital pressure gauge, range -1/+30 bar, accuracy 0.1%, connection 1/4"" BSP ",805,651637,365.97
"KELLER LEO2 digital pressure gauge, range 0-300 bar, accuracy 0.1%, connection 1/4"" BSP ",806,651639,365.97
"KELLER LEO2 digital pressure gauge, range 0-700 bar, accuracy 0.1%, connection 1/4"" BSP ",807,651640,404.22
"KELLER LEO1 digital pressure gauge, range 0-1000 Bar, accuracy 0.2%, connection 1/4"" BSP ",810,651641,406.5
"MANODRUCK DPG60 digital pressure gauge, range -1/+60 bar, accuracy 0.2%, connection 1/2"" BSP for pneumatic handpump with selectable range in Psi, Bar, Kpa, Mpa and kg/cm²",799,651642,131.25
"MANODRUCK DPG700 digital pressure gauge, range 0-700 bar, accuracy 0.2%, connection 1/2"" BSP for hydraulic handpump with selectable range in Psi, Bar, Kpa, Mpa and kg/cm²",807,651643,146.25
"MANODRUCK DPG1000 digital pressure gauge, range 0-1000 bar, accuracy 0.5%, connection 1/2"" BSP for hydraulic handpump with selectable range in Psi, Bar, Kpa, Mpa and kg/cm²",810,651644,146.25
"Cabin thermometer, range -5/+50ºC, 125 mm. - mahogany ",#14728,651701,8.25
"Cabin thermometer, range -30/+50ºC. on wooden backing ",134,651701,2.4
"Outdoor thermometer, plastic, range -25/+50ºC&F ",128,651704,2.25
"Digital min/max thermometer -20/+50°C, size 43 x 74 x 115 mm. - splash proof ",136,651706,9.38
"Seawater thermometer, copper cased, range -10/+110ºC. ",123,651710,13.88
"Seawater thermometer, copper cased, range -30/+50ºC. ",124,651710,13.88
"Test thermometer, range -50/+50ºC. in brass casing - L=300 mm. ",974,651715,10.5
Dial thermometer 66 mm. range -50/+50ºC with magnetic backing freezer complete stainless steel (suitable for refrigerator/freezer),28100,651716,18.75
"Refrigerator thermometer, range -30/+50ºC. wooden backing ",00133_S,651717,4.88
"Refrigerator/freezer thermometer, plastic, range -40/+50ºC&F ",00139_S,651717,4.88
"Meat thermometer, dial 50 mm., range -50/+50ºC. spike probe, L=230 x 6 mm. ",182,651720,14.63
"Oven thermometer, stainless steel, range 0-230ºC. ",102,651721,15
"Pocket thermometer, digital, range -50/+300ºC/F ",184,651722,8.63
"Digital food thermometer, pocket type, complete with foldable stainless steel probe range -50/+300ºC.",3307,651722,11.25
"Test thermometer, range 0-500ºC. in steel casing, L=300 mm. ",141,651723,14.85
"Test thermometer, range 0-600ºC. in steel casing, L=450 mm. ",140,651724,18.38
"Test thermometer, range -10/+110ºC. in brass casing ",130,651725,13.13
"Pencil type thermometer, range -10/+110ºC. L=300 mm. ",144,651727,4.65
"Pencil type thermometer, range 0-500ºC. L=300 mm. ",151,651729,12
"Pencil type thermometer, range 0-500ºC. L=300 mm. ",00151_S,651729,12
"Pencil type thermometer, range 0-500ºC. L=300 mm. ",00149_S,651730,18.38
"Pencil type thermometer, range 0-600ºC. L=405 mm. ",00150_S,651730,14.63
"Pocket thermometer, range -30/+50ºC. in casing with clip ",188,651732,5.63
"Bimetal pocket thermometer dial 28 mm., range -30/+50ºC. with protective case and clip ",181,651735,6.45
"Bimetal pocket thermometer dial 28 mm., range -10/+110ºC. with protective case and clip ",183,651736,6.45
"Bimetal pocket thermometer dial 28 mm., range 0-150ºC. with protective case and clip ",176,651737,6.45
"Bimetal pocket thermometer dial 28 mm., range 0-200ºC. with protective case and clip ",178,651738,6.45
"Tank thermometer, brass, with sampler, range -30/+100ºC&F ",969,651742,18
"Tank thermometer, brass, with sampler, range -30/+100ºC&F ",00969+_S,651742,16.88
"Tank thermometer, stainless, with sampler, range -30/+100ºC ",966,651742,19.5
"Power : 1 x Standard 9 Volt battery""",369,651752,69
"Digital dual thermometer, type K, range -50/+1300ºC. Input thermocouple K J T E R N",359,651753,54
"General purpose probe for digital thermometer type K, L=300 x 3 mm. ( 80104A ) ",363,651761,54
Surface probe for digital thermometer type K ( 80110 ) ,364,651771,57
"Gas & liquid probe for digital thermometer type K, L=130 x 3 mm. ( 80104 ) ",362,651775,63.75
Fast response probe for digital thermometer type K ( 80105 ) ,366,651776,57
"Air probe for digital thermometer type K, upto 1100°C. L=300 x 1.5 mm. cable lenght 2 meter",365,651778,78.75
Dial thermometer 66 mm. range 0-120ºC. with magnetic backing ,28101,651784,37.5
"Fixed emissivity at 0.95""",00237_S,651791,28.13
"Fixed emissivity at 0.95""",00248_S,651792,28.13
Coating spray for infrared thermometers - can 400 ml. thermal resistance 650ºC. ,43,651795,14.3
"RAYTEK MT4 infrared thermometer, range -18/+400ºC. ",240,651801,86
"Fixed emissivity at 0.95""",251,651802,28.13
"FLUKE 64 MAX infrared thermometer, range -30/+600ºC. (Old FLUKE 63)",887,651802,190.08
"Emissivity 0.95 preset""",#05529,651803,734.8
"Emissivity 0.95 preset""",#06816,651803,29.25
